OSM_Data
"{'type': 'node', 'id': 2059744445, 'lat': 28.075417, 'lon': 113.000948, 'tags': {'amenity': 'hospital', 'name': '校医院'}}"
"{'type': 'node', 'id': 2786417190, 'lat': 28.2380502, 'lon': 113.08087, 'tags': {'amenity': 'hospital', 'name': '长沙市第八医院'}}"
"{'type': 'node', 'id': 2786430441, 'lat': 28.2045708, 'lon': 112.9699269, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital'}}"
"{'type': 'node', 'id': 2786430698, 'lat': 28.2047954, 'lon': 112.9699764, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital'}}"
"{'type': 'node', 'id': 2786440636, 'lat': 28.2042917, 'lon': 112.968976, 'tags': {'amenity': 'pharmacy', 'brand': 'Kinney Drugs', 'brand:wikidata': 'Q6414090', 'healthcare': 'pharmacy', 'name': 'Kinney Drugs'}}"
"{'type': 'node', 'id': 2786508441, 'lat': 28.1882298, 'lon': 113.0817195, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '养天和大药房'}}"
"{'type': 'node', 'id': 2786521941, 'lat': 28.190192, 'lon': 113.081918, 'tags': {'amenity': 'hospital', 'name': '滨湖社区卫生服务站\u200e'}}"
"{'type': 'node', 'id': 2786525987, 'lat': 28.1899202, 'lon': 113.0815161, 'tags': {'amenity': 'pharmacy', 'description': '（原）芝林大药房农大店', 'healthcare': 'pharmacy', 'name': '千金大药房'}}"
"{'type': 'node', 'id': 3133310982, 'lat': 28.1689439, 'lon': 112.939411, 'tags': {'amenity': 'clinic', 'name': '湖南大学医院天马保健所'}}"
"{'type': 'node', 'id': 3145051805, 'lat': 28.1909904, 'lon': 112.9884892, 'tags': {'addr:city': 'Changsha', 'addr:housenumber': '139', 'addr:postcode': '410011', 'addr:street': 'Renmin Road', 'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'The Second Xiangya Hospital', 'wikidata': 'Q17031457', 'wikipedia': 'zh:湘雅二医院'}}"
"{'type': 'node', 'id': 3862409984, 'lat': 28.1468902, 'lon': 112.9283889, 'tags': {'amenity': 'hospital', 'name': '老百姓大药房'}}"
"{'type': 'node', 'id': 3862410009, 'lat': 28.148965, 'lon': 112.9237593, 'tags': {'amenity': 'hospital', 'name': '岳麓街道五星村卫生室'}}"
"{'type': 'node', 'id': 3862410022, 'lat': 28.1453446, 'lon': 112.9318711, 'tags': {'amenity': 'hospital', 'name': '阳光博盛口腔门诊部'}}"
"{'type': 'node', 'id': 3862410562, 'lat': 28.1477045, 'lon': 112.9388441, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '黄鹤医院'}}"
"{'type': 'node', 'id': 3862410588, 'lat': 28.1469873, 'lon': 112.940434, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '致远大药房'}}"
"{'type': 'node', 'id': 4398759924, 'lat': 28.1936483, 'lon': 112.9835637, 'tags': {'amenity': 'pharmacy', 'brand': '益丰大药房', 'brand:en': 'Yifeng Pharmacy', 'brand:wikidata': 'Q109766741', 'brand:zh': '益丰大药房', 'healthcare': 'pharmacy', 'name': '益丰大药房', 'name:en': 'Yifeng Pharmacy', 'name:zh': '益丰大药房'}}"
"{'type': 'node', 'id': 4652921412, 'lat': 28.2407943, 'lon': 112.9965172, 'tags': {'addr:city': '长沙市', 'addr:postcode': '410003', 'addr:street': '双拥路', 'amenity': 'clinic', 'healthcare': 'clinic', 'name': '科大佳园综合门诊部', 'phone': '+86 731 8586 1796'}}"
"{'type': 'node', 'id': 5356088243, 'lat': 29.0422926, 'lon': 112.3672304, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '草尾镇医院'}}"
"{'type': 'node', 'id': 5356110387, 'lat': 29.0549167, 'lon': 112.2992132, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '南嘴镇卫生院'}}"
"{'type': 'node', 'id': 5704231457, 'lat': 28.2113364, 'lon': 112.9852903, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '贝诺医院'}}"
"{'type': 'node', 'id': 5704231465, 'lat': 28.2115443, 'lon': 112.9833736, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '湖南省体育专科医院'}}"
"{'type': 'node', 'id': 5714680268, 'lat': 28.1668719, 'lon': 112.9273287, 'tags': {'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': '千金大药房'}}"
"{'type': 'node', 'id': 5724482046, 'lat': 28.1615004, 'lon': 112.9308347, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '升华公寓医务室'}}"
"{'type': 'node', 'id': 5936920891, 'lat': 28.1271106, 'lon': 113.0139689, 'tags': {'addr:city': 'Changsha', 'addr:district': 'Yuhua', 'addr:postcode': '410000', 'addr:province': 'Hunan', 'addr:street': 'Jingwan Road', 'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': ""Xiangshijie's Pharmacy"", 'opening_hours': 'Mo-Su 09:00-21:00', 'payment:cash': 'yes'}}"
"{'type': 'node', 'id': 6070589631, 'lat': 28.1942127, 'lon': 112.9728566, 'tags': {'amenity': 'pharmacy', 'brand': '海王星辰', 'brand:en': 'China Nepstar', 'brand:wikidata': 'Q5099817', 'brand:wikipedia': 'zh:海王星辰', 'brand:zh': '海王星辰', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': '海王星辰', 'name:en': 'China Nepstar', 'name:zh': '海王星辰'}}"
"{'type': 'node', 'id': 6091483079, 'lat': 28.2455633, 'lon': 113.0188854, 'tags': {'healthcare': 'psychotherapist', 'name': '长沙学院心理健康教育中心'}}"
"{'type': 'node', 'id': 6091483082, 'lat': 28.2456108, 'lon': 113.017464, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '长沙正骨医院'}}"
"{'type': 'node', 'id': 6091484022, 'lat': 28.2539279, 'lon': 113.0268364, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': '洪山桥社区卫生服务站'}}"
"{'type': 'node', 'id': 6091484044, 'lat': 28.2463575, 'lon': 113.0315764, 'tags': {'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': '楚济堂大药房(洪山路店)'}}"
"{'type': 'node', 'id': 6091484045, 'lat': 28.2470144, 'lon': 113.0315764, 'tags': {'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': '仁康泰大药房(藏珑店)'}}"
"{'type': 'node', 'id': 6140678221, 'lat': 28.2006237, 'lon': 112.8348138, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '雷锋医院'}}"
"{'type': 'node', 'id': 6145192857, 'lat': 28.0892789, 'lon': 112.9200887, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '岳麓区第二人民医院门诊部'}}"
"{'type': 'node', 'id': 6145193787, 'lat': 28.0938947, 'lon': 112.9203848, 'tags': {'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': '坪塘大药房'}}"
"{'type': 'node', 'id': 6145193788, 'lat': 28.0941359, 'lon': 112.9205606, 'tags': {'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': '养天和大药房'}}"
"{'type': 'node', 'id': 6145193799, 'lat': 28.095075, 'lon': 112.9196904, 'tags': {'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': '诺舟大药房'}}"
"{'type': 'node', 'id': 6147096071, 'lat': 28.062497, 'lon': 112.9789819, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '天心区先锋街道新路村卫生所'}}"
"{'type': 'node', 'id': 6147096077, 'lat': 28.0629978, 'lon': 112.9870766, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '楚仁堂大药房'}}"
"{'type': 'node', 'id': 6147096394, 'lat': 28.0604861, 'lon': 112.9773964, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '湖南星号医药物流有限责任公司'}}"
"{'type': 'node', 'id': 6147096401, 'lat': 28.0569309, 'lon': 112.9891445, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '楚仁堂大药房'}}"
"{'type': 'node', 'id': 6147096596, 'lat': 28.0421771, 'lon': 112.9705637, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '核工业三O三医院'}}"
"{'type': 'node', 'id': 6147096660, 'lat': 28.0423646, 'lon': 112.9897886, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '中南大学湘雅二医院长株潭分院'}}"
"{'type': 'node', 'id': 6147096834, 'lat': 28.0251588, 'lon': 112.9759986, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '暮云镇北塘村李志坚卫生所'}}"
"{'type': 'node', 'id': 6187281478, 'lat': 28.2912885, 'lon': 112.8237794, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '望城区黄金镇桂芳村卫生室'}}"
"{'type': 'node', 'id': 6187825058, 'lat': 28.0643127, 'lon': 113.0140394, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '宁效应诊所'}}"
"{'type': 'node', 'id': 6646256517, 'lat': 28.1902223, 'lon': 113.0815403, 'tags': {'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': '老百姓健康药房'}}"
"{'type': 'node', 'id': 7066624834, 'lat': 28.223155, 'lon': 112.8967626, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '赋新美容'}}"
"{'type': 'node', 'id': 7066819611, 'lat': 28.2155826, 'lon': 112.908603, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '望城坡医院'}}"
"{'type': 'node', 'id': 7066878678, 'lat': 28.2358881, 'lon': 112.947372, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': '岳麓区滨江口腔门诊部'}}"
"{'type': 'node', 'id': 7068402309, 'lat': 28.2471539, 'lon': 112.9328896, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': '湘爱门诊'}}"
"{'type': 'node', 'id': 7068402383, 'lat': 28.2502401, 'lon': 112.9287402, 'tags': {'healthcare': 'optometrist'}}"
"{'type': 'node', 'id': 7068402391, 'lat': 28.2503404, 'lon': 112.9298704, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic'}}"
