OSM_Data
"{'type': 'node', 'id': 1038883230, 'lat': 0.0822635, 'lon': -76.8839924, 'tags': {'amenity': 'pharmacy', 'brand': 'Farmacias Económicas', 'brand:wikidata': 'Q62108380', 'dispensing': 'no', 'healthcare': 'pharmacy', 'name': 'Farmacias Económicas'}}"
"{'type': 'node', 'id': 1401728485, 'lat': 0.0832393, 'lon': -76.8831968, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 1401728487, 'lat': 0.0825821, 'lon': -76.8831887, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 2092027379, 'lat': 0.080462, 'lon': -76.8830484, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Central'}}"
"{'type': 'node', 'id': 3826866499, 'lat': 1.1372644, 'lon': -76.1763147, 'tags': {'amenity': 'clinic', 'name': 'Centro de Salud Sabaleta'}}"
"{'type': 'node', 'id': 4242124097, 'lat': 0.0816708, 'lon': -76.8905937, 'tags': {'addr:housenumber': '210 Y Galapagos', 'addr:postcode': '210150', 'addr:street': 'Isla Fernandina', 'amenity': 'dentist', 'healthcare': 'dentist', 'name': 'ODONTOSPECIAL', 'opening_hours': 'Mo-Th 09:00-17:00; Sa 10:00-12:00, 14:00-22:00', 'phone': '0988135905'}}"
"{'type': 'node', 'id': 4837006525, 'lat': -0.0363226, 'lon': -76.590671, 'tags': {'amenity': 'clinic', 'name': 'Centro medico Pacayacu', 'name:es': 'Centro medico Pacayacu'}}"
"{'type': 'node', 'id': 4942971259, 'lat': 0.4953886, 'lon': -76.4959383, 'tags': {'amenity': 'hospital', 'name': 'ESE HOSPITAL LOCAL'}}"
"{'type': 'node', 'id': 4978199821, 'lat': 0.4942483, 'lon': -76.4965, 'tags': {'amenity': 'pharmacy', 'name': 'San Francisco', 'name:en': 'Saint Francis', 'name:es': 'San Francisco'}}"
"{'type': 'node', 'id': 5118696524, 'lat': 0.0832754, 'lon': -76.8836291, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Fabian Cobeña', 'name:en': 'centro naturista'}}"
"{'type': 'node', 'id': 5827794985, 'lat': -0.1590276, 'lon': -76.9491302, 'tags': {'addr:street': 'Av. 25 de Diciembre', 'amenity': 'hospital', 'name': 'Centro de Salud 25 de Diciembre'}}"
"{'type': 'node', 'id': 6393522598, 'lat': 0.497549, 'lon': -76.503903, 'tags': {'amenity': 'pharmacy', 'name': 'Marben'}}"
"{'type': 'node', 'id': 6393527593, 'lat': 0.4954498, 'lon': -76.5036452, 'tags': {'amenity': 'pharmacy', 'name': 'La Rebaja'}}"
"{'type': 'node', 'id': 6402092366, 'lat': 0.4141445, 'lon': -76.913043, 'tags': {'amenity': 'hospital', 'name': 'Hospital'}}"
"{'type': 'node', 'id': 6402127420, 'lat': 1.1468994, 'lon': -76.6478419, 'tags': {'amenity': 'pharmacy', 'name': 'Droguería'}}"
"{'type': 'node', 'id': 6403332672, 'lat': 0.4948292, 'lon': -76.4963687, 'tags': {'amenity': 'pharmacy', 'name': 'Farmaselva'}}"
"{'type': 'node', 'id': 6504678685, 'lat': 0.0733787, 'lon': -76.8821932, 'tags': {'addr:housenumber': '427', 'addr:postcode': '210150', 'addr:street': 'San Miguel', 'amenity': 'clinic', 'name': 'Centro de Salud', 'opening_hours': 'Mo-Su 07:30-05:00', 'operator': 'Ministerio de salud publica'}}"
"{'type': 'node', 'id': 6539739413, 'lat': 0.0824489, 'lon': -76.8812829, 'tags': {'amenity': 'pharmacy', 'name': 'Cruz Azul'}}"
"{'type': 'node', 'id': 6539744798, 'lat': 0.0820542, 'lon': -76.881318, 'tags': {'amenity': 'pharmacy', 'name': 'Cruz Azul'}}"
"{'type': 'node', 'id': 6698090216, 'lat': 0.3792214, 'lon': -76.1383804, 'tags': {'healthcare': 'centre'}}"
"{'type': 'node', 'id': 6721300985, 'lat': 0.1506124, 'lon': -76.2600716, 'tags': {'amenity': 'hospital', 'name': 'Centro de salud Sansahuari'}}"
"{'type': 'node', 'id': 7237040536, 'lat': 1.1170728, 'lon': -76.3284837, 'tags': {'amenity': 'hospital', 'name': 'Hospital Piamonte'}}"
"{'type': 'node', 'id': 7395891427, 'lat': 0.6901935, 'lon': -76.6047961, 'tags': {'amenity': 'hospital', 'name': 'Hospital Alcides Jimenez'}}"
"{'type': 'node', 'id': 8426754117, 'lat': 0.0843826, 'lon': -76.8882494, 'tags': {'addr:postcode': '210204', 'addr:street': '18 de Noviembre', 'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Nuestra señora del CISNE'}}"
"{'type': 'node', 'id': 9948546502, 'lat': 0.4974542, 'lon': -76.5050287, 'tags': {'addr:city': 'Puerto Asís', 'addr:housenumber': '11-60', 'addr:street': 'Carrera 17', 'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Altamar Kids'}}"
"{'type': 'node', 'id': 12308276421, 'lat': 0.4238888, 'lon': -76.9022706, 'tags': {'amenity': 'hospital', 'name': 'Cruz roja Valle de Guamuez'}}"
"{'type': 'node', 'id': 12308279421, 'lat': 0.4243404, 'lon': -76.9029137, 'tags': {'amenity': 'clinic', 'name': 'Clínica Aynan'}}"
