OSM_Data
"{'type': 'node', 'id': 1855445531, 'lat': 41.4647303, 'lon': 48.7840253, 'tags': {'amenity': 'pharmacy', 'name': 'Zoo Mağaza \\ Xaçmaz'}}"
"{'type': 'node', 'id': 1858346760, 'lat': 41.4627284, 'lon': 48.8009256, 'tags': {'amenity': 'hospital', 'name': 'Xaçmaz Mərkəzi Xəstəxanası'}}"
"{'type': 'node', 'id': 2268177464, 'lat': 40.7459504, 'lon': 48.0303043, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'landuse': 'Aptek'}}"
"{'type': 'node', 'id': 2268465892, 'lat': 40.7374687, 'lon': 48.0371425, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Xəstəxana', 'name:ru': 'Больница'}}"
"{'type': 'node', 'id': 4273123904, 'lat': 41.3254711, 'lon': 48.5576528, 'tags': {'amenity': 'dentist', 'healthcare': 'dentist', 'name': 'Diş Həkimi'}}"
"{'type': 'node', 'id': 5871104097, 'lat': 41.4249145, 'lon': 48.4474333, 'tags': {'amenity': 'pharmacy', 'name': 'Zəfərzn Aptek \\ Qaçquç'}}"
"{'type': 'node', 'id': 5995679794, 'lat': 41.417718, 'lon': 48.4154459, 'tags': {'amenity': 'pharmacy', 'name': 'Aptek'}}"
"{'type': 'node', 'id': 5995680085, 'lat': 41.3632288, 'lon': 48.5116232, 'tags': {'amenity': 'pharmacy', 'name:en': 'Dokta'}}"
"{'type': 'node', 'id': 7134880445, 'lat': 41.7767372, 'lon': 48.4389038, 'tags': {'addr:city': 'Оржба', 'addr:housenumber': '7', 'addr:street': 'Больничная улица', 'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'ФАП'}}"
"{'type': 'node', 'id': 7138974049, 'lat': 41.7890892, 'lon': 48.4976234, 'tags': {'addr:housenumber': '1', 'addr:postcode': '368796', 'addr:street': 'улица Победы', 'healthcare': 'yes', 'name': 'ФАП'}}"
"{'type': 'node', 'id': 7154644130, 'lat': 41.974762, 'lon': 47.895771, 'tags': {'addr:street': 'Ругужская улица', 'healthcare': 'yes', 'name': 'ханаг фап'}}"
"{'type': 'node', 'id': 7156196851, 'lat': 41.783509, 'lon': 48.4978251, 'tags': {'addr:city': 'Чахчах-Казмаляр', 'addr:housenumber': '1', 'addr:postcode': '368796', 'addr:street': 'улица Етим Эмина', 'healthcare': 'yes', 'name': 'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МЕДИКО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР ""ДОКТОР С ВАМИ""'}}"
"{'type': 'node', 'id': 7156196854, 'lat': 41.7835541, 'lon': 48.4975929, 'tags': {'addr:housenumber': '1', 'addr:postcode': '368796', 'addr:street': 'улица Етим Эмина', 'healthcare': 'yes'}}"
