OSM_Data
"{'type': 'node', 'id': 3671739667, 'lat': -9.2896424, 'lon': 25.8006805, 'tags': {'amenity': 'clinic', 'name': 'Byowa'}}"
"{'type': 'node', 'id': 3671739668, 'lat': -9.4380556, 'lon': 25.7898333, 'tags': {'amenity': 'clinic', 'name': 'GCM', 'note': 'La Générale des Carrières et des Mines (GCM) - a Congolese metals and mineral trading company'}}"
"{'type': 'node', 'id': 3671739669, 'lat': -9.1978889, 'lon': 25.8550833, 'tags': {'amenity': 'clinic', 'name': 'Kabamoma'}}"
"{'type': 'node', 'id': 3671739670, 'lat': -9.1503889, 'lon': 25.9202778, 'tags': {'amenity': 'clinic', 'name': 'Kabwe'}}"
"{'type': 'node', 'id': 3671739672, 'lat': -9.2018333, 'lon': 25.8528889, 'tags': {'amenity': 'clinic', 'name': 'Katentamine'}}"
"{'type': 'node', 'id': 3671739673, 'lat': -9.2733528, 'lon': 25.6033333, 'tags': {'amenity': 'clinic', 'name': 'Kazele'}}"
"{'type': 'node', 'id': 3671739674, 'lat': -9.3945, 'lon': 26.0391944, 'tags': {'amenity': 'clinic', 'name': 'Kibanda'}}"
"{'type': 'node', 'id': 3671739675, 'lat': -9.1930278, 'lon': 25.8623056, 'tags': {'amenity': 'clinic', 'name': 'Kisanga Wa Byoni'}}"
"{'type': 'node', 'id': 3671739676, 'lat': -8.9570833, 'lon': 26.0516111, 'tags': {'amenity': 'clinic', 'health_facility:CD': 'clin', 'name': 'Maka'}}"
"{'type': 'node', 'id': 3671739677, 'lat': -9.4179516, 'lon': 25.7950821, 'tags': {'amenity': 'clinic', 'name': 'Makala'}}"
"{'type': 'node', 'id': 3671739678, 'lat': -8.9895278, 'lon': 25.9268056, 'tags': {'amenity': 'clinic', 'name': 'Mbala'}}"
"{'type': 'node', 'id': 3671739679, 'lat': -9.1979444, 'lon': 25.85, 'tags': {'amenity': 'clinic', 'name': 'Medico Sociale'}}"
"{'type': 'node', 'id': 3671739680, 'lat': -9.42875, 'lon': 25.7918611, 'tags': {'amenity': 'clinic', 'name': 'Methodiste'}}"
"{'type': 'node', 'id': 3671739681, 'lat': -9.4073889, 'lon': 25.7976111, 'tags': {'amenity': 'clinic', 'name': 'Muchanga'}}"
"{'type': 'node', 'id': 3671739682, 'lat': -9.5481667, 'lon': 25.8639722, 'tags': {'amenity': 'clinic', 'name': 'Mukulakulu'}}"
"{'type': 'node', 'id': 3671739683, 'lat': -9.1068056, 'lon': 25.9687778, 'tags': {'amenity': 'clinic', 'name': 'Ngoyalulu'}}"
"{'type': 'node', 'id': 3671739684, 'lat': -9.4431667, 'lon': 25.7865556, 'tags': {'amenity': 'clinic', 'name': 'SNCC', 'note': 'Société nationale des Chemins de fer du Congo - DRC national inland railway company'}}"
"{'type': 'node', 'id': 3671739685, 'lat': -9.4574362, 'lon': 25.7768956, 'tags': {'amenity': 'clinic', 'name': 'Sheleshele'}}"
"{'type': 'node', 'id': 4120691392, 'lat': -9.1928374, 'lon': 25.8620195, 'tags': {'amenity': 'clinic', 'name': 'Centre de sante Kisanga wa Byoni', 'note': 'Biside the river'}}"
"{'type': 'node', 'id': 4129648153, 'lat': -8.9053409, 'lon': 26.0636956, 'tags': {'amenity': 'clinic', 'name': 'Centre de Sante Katobwe', 'note': 'Agent BCZ'}}"
"{'type': 'node', 'id': 4313136701, 'lat': -8.85163, 'lon': 25.9613225, 'tags': {'amenity': 'clinic', 'name': 'Centre de Sante Kizanga', 'source': 'MSF Survey 2016'}}"
