OSM_Data
"{'type': 'node', 'id': 4256196723, 'lat': 7.395897, 'lon': -7.5504965, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 4262572490, 'lat': 7.4482881, 'lon': -7.39837, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital'}}"
"{'type': 'node', 'id': 4464176626, 'lat': 6.7381321, 'lon': -7.3439164, 'tags': {'addr:city': 'Duékoué', 'addr:country': 'CI', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Divine Grâce', 'source': 'survey'}}"
"{'type': 'node', 'id': 4464475990, 'lat': 6.7394845, 'lon': -7.3452342, 'tags': {'addr:city': 'Duékoué', 'addr:country': 'CI', 'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Cabinet Médical Christal', 'operator:type': 'private', 'projet:ogpci': 'yes', 'source': 'survey'}}"
"{'type': 'node', 'id': 4464822485, 'lat': 6.7463897, 'lon': -7.3463327, 'tags': {'addr:city': 'Duékoué', 'addr:country': 'CI', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Wahon', 'source': 'survey'}}"
"{'type': 'node', 'id': 4464823761, 'lat': 6.7469046, 'lon': -7.3484705, 'tags': {'addr:city': 'Duékoué', 'addr:country': 'CI', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie de la gare', 'source': 'survey'}}"
"{'type': 'node', 'id': 4476728916, 'lat': 6.7377186, 'lon': -7.3510028, 'tags': {'addr:city': 'Duékoué', 'addr:country': 'CI', 'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Clinique Médicale Djama Soutra', 'operator:type': 'private', 'projet:ogpci': 'yes', 'source': 'survey'}}"
"{'type': 'node', 'id': 4476795866, 'lat': 6.7391915, 'lon': -7.3541786, 'tags': {'addr:city': 'Duékoué', 'addr:country': 'CI', 'amenity': 'clinic', 'healthcare': 'clinic', 'name': ""Association des Volontaire pour la Protection de l'Enfance"", 'office': 'ngo', 'operator:type': 'ngo', 'projet:ogpci': 'yes', 'short_name': 'AVPE', 'source': 'survey'}}"
"{'type': 'node', 'id': 4477215072, 'lat': 6.7454871, 'lon': -7.3450812, 'tags': {'addr:city': 'Duékoué', 'addr:country': 'CI', 'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Clinique Sainte Anne-Marie', 'operator:type': 'private', 'projet:ogpci': 'yes', 'source': 'survey'}}"
"{'type': 'node', 'id': 4477215075, 'lat': 6.7461243, 'lon': -7.3443925, 'tags': {'addr:city': 'Duékoué', 'addr:country': 'CI', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie de Duekoue', 'source': 'survey'}}"
"{'type': 'node', 'id': 4484033445, 'lat': 6.7391807, 'lon': -7.3426426, 'tags': {'addr:city': 'Duékoué', 'addr:country': 'CI', 'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Dispensaire Soeurs Salésiennes', 'operator:type': 'private', 'projet:ogpci': 'yes'}}"
"{'type': 'node', 'id': 4553637112, 'lat': 6.7396879, 'lon': -7.1159668, 'tags': {'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Pharmacie de Guézon'}}"
"{'type': 'node', 'id': 6443475103, 'lat': 7.3956184, 'lon': -7.5505666, 'tags': {'addr:suburb': 'Camp sea', 'amenity': 'clinic', 'contact:email': 'Armelgoni@gmail.com', 'contact:phone': '+22543128832', 'healthcare': 'clinic', 'name': 'Centre anti-tuberculeux', 'opening_hours': 'Mo-Fr 07:00-17:00', 'operator:type': 'public', 'project:geoloc_unicef': 'yes', 'project:geoloc_unicef:id': 'MN_007', 'short_name': 'CAT', 'source': 'DigitalGlobe Standard;survey', 'source:date': '2019-04-15'}}"
"{'type': 'node', 'id': 6443475104, 'lat': 7.3951755, 'lon': -7.5506745, 'tags': {'addr:suburb': 'Camp sea', 'amenity': 'dentist', 'contact:email': 'Benkonan113@gmail.com', 'contact:phone': '+22507599124', 'healthcare': 'dentist', 'name': 'Centre de santé scolaire et universitaire de Man', 'opening_hours': 'Mo-Sa 07:30-18:00', 'operator:type': 'public', 'project:geoloc_unicef': 'yes', 'project:geoloc_unicef:id': 'MN_006', 'short_name': 'SSSU SAJ MAN', 'source': 'DigitalGlobe Standard; survey', 'source:date': '2019-04-15'}}"
"{'type': 'node', 'id': 6444787519, 'lat': 7.3966956, 'lon': -7.567445, 'tags': {'addr:suburb': 'Doyagouiné 2', 'amenity': 'hospital', 'contact:email': 'cms.focolari@gmail.com', 'contact:mobile': '+22545968838', 'contact:phone': '+22533790522', 'healthcare': 'hospital', 'name': 'Centre Medico-social Focolari', 'opening_hours': 'Mo-Fr 07:30-18:00', 'operator:type': 'private', 'project:geoloc_unicef': 'yes', 'project:geoloc_unicef:id': 'MN_003', 'source': 'DigitalGlobe Standard;survey', 'source:date': '2019-04-15'}}"
"{'type': 'node', 'id': 6445263344, 'lat': 7.3913599, 'lon': -7.5398089, 'tags': {'addr:suburb': 'Lycée club', 'amenity': 'clinic', 'contact:phone': '+22503135013', 'healthcare': 'clinic', 'name': 'Amour du prochain', 'opening_hours': 'Mo-Su 07:30-21:00', 'operator:type': 'private', 'project:geoloc_unicef': 'yes', 'project:geoloc_unicef:id': 'MN_008', 'source': 'DigitalGlobe Standard; survey', 'source:date': '2019-04-15'}}"
"{'type': 'node', 'id': 6445300602, 'lat': 7.4146249, 'lon': -7.5461195, 'tags': {'addr:suburb': 'Air France', 'amenity': 'clinic', 'contact:mobile': '+22556542929', 'contact:phone': '+22507410952', 'healthcare': 'clinic', 'name': 'Clinique Bichat', 'opening_hours': 'Mo-Su 07:30-12:00,14:00-16:00', 'operator:type': 'private', 'project:geoloc_unicef': 'yes', 'project:geoloc_unicef:id': 'MN_014', 'source': 'DigitalGlobe Standard; survey', 'source:date': '2019-04-15'}}"
"{'type': 'node', 'id': 6445327160, 'lat': 7.407093, 'lon': -7.5543693, 'tags': {'addr:suburb': 'Cité administrative immeuble CGRAE', 'amenity': 'dentist', 'contact:email': 'decauposj@yahoo.fr', 'contact:mobile': '+22568317487', 'contact:phone': '+22554631063', 'healthcare': 'dentist', 'name': 'Cabinet dentaire', 'opening_hours': '24/7', 'operator:type': 'private', 'project:geoloc_unicef': 'yes', 'project:geoloc_unicef:id': 'MN_023', 'source': 'DigitalGlobe Standard; survey', 'source:date': '2019-04-15'}}"
"{'type': 'node', 'id': 6446694088, 'lat': 7.4040788, 'lon': -7.5516039, 'tags': {'addr:city': 'Man', 'addr:suburb': 'Quartier Thérèse', 'amenity': 'doctors', 'contact:email': 'lafedong@yahoo.fr', 'contact:mobile': '+22508844043', 'contact:phone': '+22533794409', 'description': 'Centre accueil Prise en charge des populations cles (TS, HSH)', 'healthcare': 'doctor', 'name': 'LAFED-ONG', 'note': 'Santé, Éducation, Agriculture', 'office': 'ngo', 'opening_hours': 'Mo-Sa 07:30-17:30', 'project:geoloc_unicef': 'yes', 'project:geoloc_unicef:id': 'MN_073', 'source': 'DigitalGlobe Standard; survey', 'source:date': '2019-04-15'}}"
"{'type': 'node', 'id': 7662448789, 'lat': 7.1156175, 'lon': -7.5537529, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital'}}"
"{'type': 'node', 'id': 7662458972, 'lat': 7.5292497, 'lon': -7.6293833, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital'}}"
"{'type': 'node', 'id': 7662469590, 'lat': 7.1835115, 'lon': -7.5743707, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital'}}"
"{'type': 'node', 'id': 7662469607, 'lat': 7.9520347, 'lon': -7.6763465, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital'}}"
"{'type': 'node', 'id': 7705302585, 'lat': 7.268793, 'lon': -8.1483119, 'tags': {'addr:street': 'Rue de la mairie', 'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'MÉDICO-SCOLAIRE', 'opening_hours': 'Mo-Su 08:00-19:00'}}"
"{'type': 'node', 'id': 8103780124, 'lat': 7.4017094, 'lon': -7.5578115, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Odelia'}}"
"{'type': 'node', 'id': 8103782620, 'lat': 7.4105868, 'lon': -7.5524891, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'PMI MAN'}}"
"{'type': 'node', 'id': 8103786320, 'lat': 7.4101227, 'lon': -7.552021, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie la Colombe'}}"
"{'type': 'node', 'id': 11104450053, 'lat': 7.4087026, 'lon': -7.5528677, 'tags': {'healthcare': 'yes', 'name': 'Centre médicale sainte Astride de man'}}"
"{'type': 'node', 'id': 11152421317, 'lat': 7.2702637, 'lon': -7.7794207, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre de santé urbain de sangouiné'}}"
"{'type': 'node', 'id': 11169706947, 'lat': 7.664297, 'lon': -7.6017686, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre de santé rural'}}"
"{'type': 'node', 'id': 11170277197, 'lat': 7.8440674, 'lon': -7.7595485, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Dispensaire sokourala'}}"
"{'type': 'node', 'id': 11193175154, 'lat': 7.2940874, 'lon': -7.4515357, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre de santé urbain de nidrou'}}"
"{'type': 'node', 'id': 11194602608, 'lat': 7.2902755, 'lon': -7.3846324, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre de santé urbain de Totrodrou'}}"
"{'type': 'node', 'id': 11232462225, 'lat': 7.2624704, 'lon': -8.1537941, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 11507018469, 'lat': 7.7492266, 'lon': -7.6209868, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Hôpital Général De Biankouma'}}"
"{'type': 'node', 'id': 11799387283, 'lat': 7.1124549, 'lon': -7.4703176, 'tags': {'healthcare': 'birthing_centre', 'name': 'maternité de zéo', 'survey:date': '2024-04-07'}}"
"{'type': 'node', 'id': 11799387284, 'lat': 7.1190121, 'lon': -7.4697651, 'tags': {'healthcare': 'hospital', 'name': 'Dispensaire de zéo', 'survey:date': '2024-04-07'}}"
"{'type': 'node', 'id': 12206785896, 'lat': 7.386051, 'lon': -7.5686179, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie des Cascades'}}"
