OSM_Data
"{'type': 'node', 'id': 2448060838, 'lat': -30.2574295, 'lon': -54.9174455, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Mais Econômica I'}}"
"{'type': 'node', 'id': 2492238351, 'lat': -30.2562883, 'lon': -54.9187127, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Farmácias São João'}}"
"{'type': 'node', 'id': 3277018309, 'lat': -30.8987998, 'lon': -55.5296641, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Hospital CHS - Centro Hospitalar Santanense'}}"
"{'type': 'node', 'id': 3775316658, 'lat': -30.9114323, 'lon': -55.5266059, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Policlínica'}}"
"{'type': 'node', 'id': 3816441327, 'lat': -30.8900499, 'lon': -55.5387055, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital'}}"
"{'type': 'node', 'id': 4933470522, 'lat': -30.8951832, 'lon': -55.5526487, 'tags': {'addr:postcode': '40000', 'addr:street': 'Ansina', 'amenity': 'hospital', 'name': 'COMERI'}}"
"{'type': 'node', 'id': 6797630784, 'lat': -30.8971384, 'lon': -55.535131, 'tags': {'addr:city': 'Rivera', 'addr:housenumber': '1204', 'addr:postcode': '40000', 'addr:street': 'Treinta Y Tres Orientales', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Farmacia Frente al Parque', 'ref:AGESIC': '0101000020D17F0000666666E60488234152B81EA5A31A5941/1204'}}"
"{'type': 'node', 'id': 6797630895, 'lat': -30.8959785, 'lon': -55.5376373, 'tags': {'addr:city': 'Rivera', 'addr:housenumber': '1074', 'addr:postcode': '40000', 'addr:street': 'Treinta Y Tres Orientales', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Farmacia Zorbita', 'ref:AGESIC': '0101000020D17F00009A99991929862341CDCCCC8CC41A5941/1074'}}"
"{'type': 'node', 'id': 7861622518, 'lat': -30.8911909, 'lon': -55.5442344, 'tags': {'addr:city': ""Sant'Ana do Livramento"", 'addr:postcode': '97573-520', 'addr:street': 'Avenida João Pessoa', 'addr:suburb': 'centro', 'amenity': 'pharmacy', 'drive_through': 'no', 'healthcare': 'pharmacy', 'name': 'Farmácia 500FARMA'}}"
"{'type': 'node', 'id': 9894139899, 'lat': -30.2574395, 'lon': -54.9167851, 'tags': {'amenity': 'pharmacy', 'name': 'Drogaria Cidade'}}"
"{'type': 'node', 'id': 10998231196, 'lat': -30.8830066, 'lon': -55.5628217, 'tags': {'amenity': 'clinic', 'healthcare': 'yes', 'name': 'Policlínica Lagunón'}}"
"{'type': 'node', 'id': 11114546283, 'lat': -31.1899771, 'lon': -55.7669675, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Farmacia Tranquera'}}"
"{'type': 'node', 'id': 11114546288, 'lat': -31.1896424, 'lon': -55.7675621, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Farmacia Bersana'}}"
"{'type': 'node', 'id': 11114667486, 'lat': -31.1943761, 'lon': -55.7622883, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Policlinica de Tranqueras'}}"
"{'type': 'node', 'id': 11153327247, 'lat': -30.8996114, 'lon': -55.519712, 'tags': {'healthcare': 'laboratory', 'name': 'Laboratorio Federico Diaz', 'operator': 'Federico Diaz'}}"
