OSM_Data
"{'type': 'node', 'id': 769143457, 'lat': 10.9763543, 'lon': -3.2479584, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'La Maternité'}}"
"{'type': 'node', 'id': 3325851828, 'lat': 11.1478213, 'lon': -3.0743465, 'tags': {'amenity': 'pharmacy', 'dispensing': 'no', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 5077394121, 'lat': 10.533558, 'lon': -2.6997333, 'tags': {'amenity': 'clinic', 'name': ""St. Joseph's Hospital"", 'name:en': ""St. Joseph's Hospital""}}"
"{'type': 'node', 'id': 5416625531, 'lat': 11.4857152, 'lon': -3.523925, 'tags': {'amenity': 'pharmacy', 'name': 'Pharmacie des Arènes'}}"
"{'type': 'node', 'id': 5416626631, 'lat': 11.6846433, 'lon': -3.0967176, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 8734375220, 'lat': 10.4877135, 'lon': -2.5008112, 'tags': {'healthcare': 'general,_maternity,_etc.', 'name': 'Bussie Health Centre'}}"
"{'type': 'node', 'id': 8755584108, 'lat': 11.6819297, 'lon': -2.7406731, 'tags': {'amenity': 'hospital', 'name': 'CSPS de Pig-Poré', 'operator': 'Public'}}"
"{'type': 'node', 'id': 8780827466, 'lat': 11.6031951, 'lon': -2.761825, 'tags': {'amenity': 'hospital', 'name': 'Centre Médical', 'operator': 'Public'}}"
"{'type': 'node', 'id': 8933534800, 'lat': 11.4292418, 'lon': -3.556353, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 10217669314, 'lat': 11.4269861, 'lon': -2.4036536, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
