OSM_Data
"{'type': 'node', 'id': 1765888158, 'lat': 34.2008935, 'lon': 117.1866488, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '同康药店'}}"
"{'type': 'node', 'id': 2784779714, 'lat': 34.2140775, 'lon': 117.1317304, 'tags': {'amenity': 'hospital', 'name': '南湖校医务室'}}"
"{'type': 'node', 'id': 3296326431, 'lat': 34.8193193, 'lon': 117.2962128, 'tags': {'amenity': 'pharmacy', 'name': '百健药品超市'}}"
"{'type': 'node', 'id': 3296334063, 'lat': 34.8186962, 'lon': 117.2962047, 'tags': {'amenity': 'pharmacy', 'name': '济世堂药房'}}"
"{'type': 'node', 'id': 3296388040, 'lat': 34.8180326, 'lon': 117.2962014, 'tags': {'amenity': 'pharmacy', 'name': '天缘药品超市'}}"
"{'type': 'node', 'id': 4511501474, 'lat': 34.2879755, 'lon': 117.1856258, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': '清云诊所'}}"
"{'type': 'node', 'id': 4511501848, 'lat': 34.2885705, 'lon': 117.1855664, 'tags': {'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': '恒昌药店', 'wheelchair': 'no'}}"
"{'type': 'node', 'id': 4532638837, 'lat': 34.2645404, 'lon': 117.1716724, 'tags': {'amenity': 'pharmacy', 'drive_through': 'no', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 5570993221, 'lat': 34.2491182, 'lon': 117.1998497, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '徐医附三院'}}"
"{'type': 'node', 'id': 7413947103, 'lat': 34.2641582, 'lon': 117.1661726, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '徐州市建筑工人医院'}}"
"{'type': 'node', 'id': 7426020301, 'lat': 34.2572518, 'lon': 117.2333166, 'tags': {'healthcare': 'yes', 'name': '云龙区黄山社区卫生服务中心'}}"
"{'type': 'node', 'id': 7426213631, 'lat': 34.2584924, 'lon': 117.226808, 'tags': {'healthcare': 'yes', 'name': '梅园社区卫生服务站'}}"
"{'type': 'node', 'id': 7456211419, 'lat': 34.2854575, 'lon': 117.1831407, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': '鼓楼区妇幼保健所'}}"
"{'type': 'node', 'id': 8820921453, 'lat': 34.2660499, 'lon': 117.19683, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '徐州市公共卫生医疗中心门诊部'}}"
"{'type': 'node', 'id': 8940453449, 'lat': 34.2632907, 'lon': 117.150505, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '段庄街道卫生服务中心'}}"
"{'type': 'node', 'id': 9355144870, 'lat': 33.9206651, 'lon': 118.1587859, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': '大同卫生室'}}"
"{'type': 'node', 'id': 10203929073, 'lat': 34.0632182, 'lon': 118.0764404, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '滨河医院'}}"
"{'type': 'node', 'id': 10282134224, 'lat': 34.0435553, 'lon': 118.1046849, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '皂河医院'}}"
"{'type': 'node', 'id': 10836555111, 'lat': 33.9594852, 'lon': 118.1350456, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': '蔡集镇徐洼村卫生室'}}"
"{'type': 'node', 'id': 11891607405, 'lat': 33.9737818, 'lon': 118.1118734, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': '仝李村卫生室'}}"
