OSM_Data
"{'type': 'node', 'id': 1884069234, 'lat': -7.1336873, 'lon': 110.407302, 'tags': {'amenity': 'pharmacy', 'dispensing': 'no', 'name': 'Apotek Sebantengan'}}"
"{'type': 'node', 'id': 1884069235, 'lat': -7.1379562, 'lon': 110.4052525, 'tags': {'amenity': 'pharmacy', 'dispensing': 'no', 'name': 'Kimia Farma'}}"
"{'type': 'node', 'id': 1987864810, 'lat': -5.8788575, 'lon': 110.4341748, 'tags': {'amenity': 'clinic', 'name': 'Puskesmas'}}"
"{'type': 'node', 'id': 2130368807, 'lat': -6.5773923, 'lon': 110.6822333, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'RSI Sultan Hadlirin'}}"
"{'type': 'node', 'id': 2959526978, 'lat': -6.502031, 'lon': 110.9074606, 'tags': {'addr:city': 'Jepara', 'addr:street': 'Jalan Jepara - Pati', 'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'RSUD Dr Rehatta', 'website': 'http://rsudkelet.co.id/'}}"
"{'type': 'node', 'id': 3476409628, 'lat': -6.9685861, 'lon': 110.4308638, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 3651126949, 'lat': -7.1433861, 'lon': 110.4116925, 'tags': {'amenity': 'pharmacy', 'name': 'Viva Generik Apotik', 'operator': 'Viva Generik'}}"
"{'type': 'node', 'id': 3651126950, 'lat': -7.1362561, 'lon': 110.4099444, 'tags': {'amenity': 'pharmacy', 'name': 'K24 Apotik', 'operator': 'K24'}}"
"{'type': 'node', 'id': 3955240191, 'lat': -6.9583696, 'lon': 110.4403476, 'tags': {'addr:city': 'Semarang', 'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Posyandu Mulyo Nugroho', 'operator': 'Posyandu', 'operator:type': 'private', 'operator:wikidata': 'Q12506263', 'source': 'HOT_InAWARESurvey_2018'}}"
"{'type': 'node', 'id': 4108867189, 'lat': -6.5659354, 'lon': 110.7184216, 'tags': {'addr:housenumber': '4', 'addr:street': 'Jalan Suwawal', 'amenity': 'pharmacy', 'email': 'androstendionic.bbm@gmail.com', 'name': 'Apotek Danis Farma', 'phone': '+62 8562868008'}}"
"{'type': 'node', 'id': 4108867289, 'lat': -6.5660095, 'lon': 110.718373, 'tags': {'addr:housenumber': '4', 'addr:street': 'Jalan Suwawal', 'amenity': 'pharmacy', 'email': 'andro.stendionic@gmail.com', 'name': 'apotek danis farma', 'phone': '082225825115'}}"
"{'type': 'node', 'id': 4173729986, 'lat': -6.7530005, 'lon': 111.039398, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 4332123291, 'lat': -7.0606305, 'lon': 110.66749, 'tags': {'addr:city': 'Grobogan', 'addr:housenumber': '12', 'addr:postcode': '58164', 'addr:street': 'Jalan Letjend Suparpto No.12, Kuwaron, Gubug, Kuwaron, Kec. Gubug', 'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'PKU MUHAMMADIYAH GUBUG', 'wheelchair': 'yes'}}"
"{'type': 'node', 'id': 4402076390, 'lat': -7.1186468, 'lon': 110.0831191, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'healthcare:speciality': 'dentist;gynaecology;public', 'name': 'Puskesmas Bejen', 'name:en': 'Bejen Public Health Service', 'opening_hours': '24/7', 'operator': 'Dinas Kesehatan Kabupaten Temangguung', 'operator:type': 'government'}}"
"{'type': 'node', 'id': 4697419851, 'lat': -6.8063943, 'lon': 110.8397794, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital'}}"
"{'type': 'node', 'id': 4697420246, 'lat': -6.5956243, 'lon': 110.6631425, 'tags': {'amenity': 'hospital'}}"
"{'type': 'node', 'id': 4698572720, 'lat': -6.7498711, 'lon': 110.7563435, 'tags': {'amenity': 'hospital', 'name': 'PKU Muhamadiyah'}}"
"{'type': 'node', 'id': 4700890603, 'lat': -6.5935221, 'lon': 110.6654133, 'tags': {'amenity': 'clinic'}}"
"{'type': 'node', 'id': 5028299083, 'lat': -6.9944502, 'lon': 110.4061151, 'tags': {'amenity': 'pharmacy', 'name': 'Apotek Vita'}}"
"{'type': 'node', 'id': 5028299084, 'lat': -6.9956052, 'lon': 110.4028067, 'tags': {'amenity': 'pharmacy', 'name': 'Apotik Fajar Farmatama PT'}}"
"{'type': 'node', 'id': 5028657169, 'lat': -6.9890629, 'lon': 110.4047383, 'tags': {'amenity': 'pharmacy', 'name': 'Borimex. PT'}}"
"{'type': 'node', 'id': 5028657180, 'lat': -6.9893785, 'lon': 110.4061735, 'tags': {'amenity': 'pharmacy', 'name': 'Ratu Utama Apotik'}}"
"{'type': 'node', 'id': 5030920975, 'lat': -7.0122247, 'lon': 110.390879, 'tags': {'amenity': 'pharmacy', 'name': 'Apotek Viva Generik'}}"
"{'type': 'node', 'id': 5036038999, 'lat': -6.9742799, 'lon': 110.4049534, 'tags': {'amenity': 'pharmacy', 'name': 'Viva Generic Drug Store'}}"
"{'type': 'node', 'id': 5069283780, 'lat': -7.008538, 'lon': 110.3859673, 'tags': {'amenity': 'pharmacy', 'name': 'Apotek Viva Generik'}}"
"{'type': 'node', 'id': 5411538367, 'lat': -6.9986426, 'lon': 110.4407421, 'tags': {'addr:city': 'Semarang', 'addr:full': 'Jalan Majapahit Ruko Saka Square A', 'amenity': 'clinic', 'name': 'Klinik Saka Sasmitra', 'operator:type': 'private', 'source': 'HOT_InAWARESurvey_2018'}}"
"{'type': 'node', 'id': 5411902967, 'lat': -6.9891768, 'lon': 110.4419957, 'tags': {'addr:city': 'Semarang', 'addr:full': 'Jalan Prasetya Indah 1', 'amenity': 'clinic', 'name': 'Posyandu Mawar Merah', 'operator:type': 'community', 'source': 'HOT_InAWARESurvey_2018'}}"
"{'type': 'node', 'id': 5421805018, 'lat': -7.0188697, 'lon': 110.4251544, 'tags': {'addr:city': 'Semarang', 'addr:full': 'Jalan Dr Wahidin 109', 'amenity': 'clinic', 'name': 'Klinik Masjid Raya Candi Lama', 'operator:type': 'private', 'source': 'HOT_InAWARESurvey_2018'}}"
"{'type': 'node', 'id': 5428323866, 'lat': -7.0107143, 'lon': 110.4186353, 'tags': {'addr:city': 'Semarang', 'addr:full': 'Jalan Kawi I no 68', 'amenity': 'clinic', 'healthcare': 'clinic', 'healthcare:speciality': 'general', 'name': 'Posyandu Nusa Indah', 'operator:type': 'community', 'source': 'HOT_InAWARESurvey_2018'}}"
"{'type': 'node', 'id': 5428350715, 'lat': -7.0295942, 'lon': 110.4143375, 'tags': {'addr:city': 'Semarang', 'addr:full': 'Jalan Karangrejo IV', 'amenity': 'clinic', 'healthcare': 'clinic', 'healthcare:speciality': 'general', 'name': 'Posyandu Sejahtera', 'operator:type': 'government', 'source': 'HOT_InAWARESurvey_2018'}}"
"{'type': 'node', 'id': 5428720563, 'lat': -6.994966, 'lon': 110.4470801, 'tags': {'addr:city': 'Semarang', 'addr:full': 'Jalan Gajah Timur I', 'amenity': 'clinic', 'name': 'Posyandu Husada Siwi', 'operator:type': 'community', 'source': 'HOT_InAWARESurvey_2018'}}"
"{'type': 'node', 'id': 5428720566, 'lat': -6.996412, 'lon': 110.4519226, 'tags': {'addr:city': 'Semarang', 'addr:full': 'Jalan Kanguru Selatan VIII', 'amenity': 'clinic', 'name': 'Posyandu Matahari dan Mekarsari', 'operator:type': 'community', 'source': 'HOT_InAWARESurvey_2018'}}"
"{'type': 'node', 'id': 5430545749, 'lat': -6.9825052, 'lon': 110.4328812, 'tags': {'addr:city': 'Semarang', 'addr:full': 'Jalan Ligu Utara', 'amenity': 'clinic', 'name': 'Posyandu Bahagia', 'operator:type': 'community', 'source': 'HOT_InAWARESurvey_2018'}}"
"{'type': 'node', 'id': 5430545751, 'lat': -6.9799807, 'lon': 110.4329436, 'tags': {'addr:city': 'Semarang', 'addr:full': 'Jalan Karang Kebon Utara', 'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Posyandu Mekarsari', 'operator': 'Posyandu', 'operator:type': 'community', 'operator:wikidata': 'Q12506263', 'source': 'HOT_InAWARESurvey_2018'}}"
"{'type': 'node', 'id': 5430892369, 'lat': -6.9795387, 'lon': 110.4404832, 'tags': {'addr:city': 'Semarang', 'addr:full': 'Jalan Tirtoyoso 7B', 'amenity': 'clinic', 'name': 'Posyandu Lansia Bisma', 'operator:type': 'government', 'source': 'HOT_InAWARESurvey_2018'}}"
"{'type': 'node', 'id': 5430983478, 'lat': -6.9869932, 'lon': 110.4146663, 'tags': {'addr:city': 'Semarang', 'addr:full': 'Jalan Pandanaran No 79', 'amenity': 'clinic', 'name': 'Puskesmas Pandanaran', 'operator:type': 'government', 'source': 'HOT_InAWARESurvey_2018'}}"
"{'type': 'node', 'id': 5438917037, 'lat': -6.9780312, 'lon': 110.3907256, 'tags': {'addr:city': 'Semarang', 'addr:full': 'Jalan Anjasmoro Raya No.38 -A /7', 'amenity': 'clinic', 'name': 'Klinik Rahb Indosehat', 'operator:type': 'private', 'source': 'HOT_InAWARESurvey_2018'}}"
"{'type': 'node', 'id': 5438991689, 'lat': -6.9814696, 'lon': 110.3945357, 'tags': {'addr:city': 'Semarang', 'addr:full': 'Jalan Jendral Sudirman', 'amenity': 'clinic', 'name': 'Klinik Nayaka Husada', 'operator:type': 'private', 'source': 'HOT_InAWARESurvey_2018'}}"
"{'type': 'node', 'id': 5438991692, 'lat': -6.9799847, 'lon': 110.3901063, 'tags': {'addr:city': 'Semarang', 'amenity': 'clinic', 'name': 'Posyandu Melati III', 'operator:type': 'community', 'source': 'HOT_InAWARESurvey_2018'}}"
"{'type': 'node', 'id': 5442371669, 'lat': -7.0113678, 'lon': 110.4039931, 'tags': {'addr:city': 'Semarang', 'addr:full': 'Jalan Watulawang Timur', 'amenity': 'clinic', 'name': 'Posyandu Mekar Sari', 'operator:type': 'community', 'source': 'HOT_InAWARESurvey_2018'}}"
