OSM_Data
"{'type': 'node', 'id': 2575689187, 'lat': 12.6912272, 'lon': -2.2001871, 'tags': {'amenity': 'pharmacy', 'description': ""construit et mis en place par l'ONG Rasmata Brescia, Italie, www.rasmataonlus.org"", 'dispensing': 'yes', 'name': 'Infirmerie Scolaire'}}"
"{'type': 'node', 'id': 3499469587, 'lat': 13.0189712, 'lon': -2.1808593, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:gomposom', 'is_in:health_admin3': 'Yako', 'name': 'Gomposom', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-28'}}"
"{'type': 'node', 'id': 3804034339, 'lat': 13.1391598, 'lon': -1.7922538, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'healthcare': 'clinic', 'id:uuid': 'urn:tdh_csps_pnt_id:pourra', 'is_in:health_admin3': 'Séguénéga', 'name': 'Pourra', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'operator:wikidata': 'Q50037858', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-23'}}"
"{'type': 'node', 'id': 3805268956, 'lat': 13.2282369, 'lon': -2.9638313, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:niankore', 'is_in:health_admin3': 'Tougan', 'name': 'Niankore', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-23'}}"
"{'type': 'node', 'id': 3805305785, 'lat': 13.3155004, 'lon': -2.9128773, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:bangassogo', 'is_in:health_admin3': 'Tougan', 'name': 'Bangassogo', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-23'}}"
"{'type': 'node', 'id': 3805426452, 'lat': 13.1231325, 'lon': -2.8097941, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:bonou', 'is_in:health_admin3': 'Tougan', 'name': 'Bonou', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-23'}}"
"{'type': 'node', 'id': 3805426453, 'lat': 13.1303663, 'lon': -2.7190514, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:namassa', 'is_in:health_admin3': 'Tougan', 'name': 'Namassa', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-23'}}"
"{'type': 'node', 'id': 3805430850, 'lat': 13.0779494, 'lon': -2.9149563, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:bouare', 'is_in:health_admin3': 'Tougan', 'name': 'Boaré', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-23'}}"
"{'type': 'node', 'id': 3805485373, 'lat': 13.2374462, 'lon': -1.8673168, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:bouga', 'is_in:health_admin3': 'Séguénéga', 'name': 'Bouga', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-23'}}"
"{'type': 'node', 'id': 3805658761, 'lat': 13.1773587, 'lon': -1.8476773, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:koumda_yargo', 'is_in:health_admin3': 'Séguénéga', 'name': 'Koumna-Yargo', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-23'}}"
"{'type': 'node', 'id': 3805662722, 'lat': 13.2351173, 'lon': -1.8146911, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:rambo', 'is_in:health_admin3': 'Séguénéga', 'name': 'Rambo', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-23'}}"
"{'type': 'node', 'id': 3805693723, 'lat': 13.1883696, 'lon': -1.8070042, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:tondé-tangaye', 'is_in:health_admin3': 'Séguénéga', 'name': 'Tondé-Tangaye', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-23'}}"
"{'type': 'node', 'id': 3805766860, 'lat': 12.9926855, 'lon': -1.7213465, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:guipa', 'is_in:health_admin1': 'Nord', 'is_in:health_admin2': 'Passoré', 'is_in:health_admin3': 'Yako', 'name': 'Guipa', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-23'}}"
"{'type': 'node', 'id': 3805863524, 'lat': 12.999447, 'lon': -1.6867467, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:sarma', 'is_in:health_admin1': 'Nord', 'is_in:health_admin2': 'Passoré', 'is_in:health_admin3': 'Yako', 'name': 'Sarma', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-23'}}"
"{'type': 'node', 'id': 3805863525, 'lat': 12.9516562, 'lon': -1.7117476, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:yaké', 'is_in:health_admin1': 'Nord', 'is_in:health_admin2': 'Passoré', 'is_in:health_admin3': 'Yako', 'name': 'Yaké', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-23'}}"
"{'type': 'node', 'id': 3805926744, 'lat': 13.0084483, 'lon': -1.793804, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:bokin', 'is_in:health_admin3': 'Yako', 'name': 'Bokin', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-23'}}"
"{'type': 'node', 'id': 3805926745, 'lat': 13.0432866, 'lon': -1.7667372, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:téma', 'is_in:health_admin3': 'Yako', 'name': 'Téma', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-23'}}"
"{'type': 'node', 'id': 3805936364, 'lat': 12.9739739, 'lon': -1.8021092, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:séguédin', 'is_in:health_admin1': 'Nord', 'is_in:health_admin2': 'Passoré', 'is_in:health_admin3': 'Yako', 'name': 'Séguédin', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-23'}}"
"{'type': 'node', 'id': 3807113111, 'lat': 13.3124999, 'lon': -1.8946447, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:inou', 'is_in:health_admin3': 'Séguénéga', 'name': 'Inou', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-24'}}"
"{'type': 'node', 'id': 3807123804, 'lat': 13.2787802, 'lon': -1.7695424, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:lengo', 'is_in:health_admin3': 'Séguénéga', 'name': 'Lengo', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-24'}}"
"{'type': 'node', 'id': 3807130222, 'lat': 13.2544212, 'lon': -1.771699, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:irim', 'is_in:health_admin3': 'Séguénéga', 'name': 'Irim', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-24'}}"
"{'type': 'node', 'id': 3807223564, 'lat': 13.0659941, 'lon': -1.8749586, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:tangand-tanga', 'is_in:health_admin3': 'Yako', 'name': 'Tangand Tanga', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-24'}}"
"{'type': 'node', 'id': 3807223565, 'lat': 13.0254802, 'lon': -1.8494338, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:tanghin', 'is_in:health_admin3': 'Yako', 'name': 'Tanghin', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-24'}}"
"{'type': 'node', 'id': 3807339682, 'lat': 13.2430202, 'lon': -2.7248112, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:kiembara', 'is_in:health_admin3': 'Tougan', 'name': 'Kiembara', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-24'}}"
"{'type': 'node', 'id': 3807464899, 'lat': 12.9007474, 'lon': -2.4608307, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:latoden', 'is_in:health_admin1': 'Nord', 'is_in:health_admin2': 'Passoré', 'is_in:health_admin3': 'Yako', 'name': 'Latodin', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-24'}}"
"{'type': 'node', 'id': 3807492713, 'lat': 13.3287143, 'lon': -2.6368125, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:dio', 'is_in:health_admin3': 'Tougan', 'name': 'Dio', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-24'}}"
"{'type': 'node', 'id': 3807493631, 'lat': 12.9150597, 'lon': -2.5982458, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:bagaré', 'is_in:health_admin1': 'Nord', 'is_in:health_admin2': 'Passoré', 'is_in:health_admin3': 'Yako', 'name': 'Bagaré', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-24'}}"
"{'type': 'node', 'id': 3807508400, 'lat': 13.1663101, 'lon': -1.9831268, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:kalsaka', 'is_in:health_admin3': 'Séguénéga', 'name': 'Kalsaka', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-24'}}"
"{'type': 'node', 'id': 3807522814, 'lat': 13.1064435, 'lon': -2.1235481, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:berenga', 'is_in:health_admin3': 'Séguénéga', 'name': 'Berenga', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-24'}}"
"{'type': 'node', 'id': 3807532048, 'lat': 13.1099844, 'lon': -2.0342722, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:bema', 'is_in:health_admin3': 'Séguénéga', 'name': 'Bema', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-24'}}"
"{'type': 'node', 'id': 3807533010, 'lat': 13.3668138, 'lon': -2.6977829, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:ouelle', 'is_in:health_admin3': 'Tougan', 'name': 'Ouéllé', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-24'}}"
"{'type': 'node', 'id': 3807560969, 'lat': 13.1854405, 'lon': -1.9142788, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:goungre', 'is_in:health_admin3': 'Séguénéga', 'name': 'Goungre', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-24'}}"
"{'type': 'node', 'id': 3807681861, 'lat': 12.8484026, 'lon': -2.5163362, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:kalamtogo', 'is_in:health_admin1': 'Nord', 'is_in:health_admin2': 'Passoré', 'is_in:health_admin3': 'Yako', 'name': 'Kalamtogo', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-24'}}"
"{'type': 'node', 'id': 3807681863, 'lat': 12.8788458, 'lon': -2.4240581, 'tags': {'amenity': 'clinic', 'health_facility:type': 'health_center', 'id:uuid': 'urn:tdh_csps_pnt_id:loungo', 'is_in:health_admin1': 'Nord', 'is_in:health_admin2': 'Passoré', 'is_in:health_admin3': 'Yako', 'name': 'Loungo', 'operator': 'Ministère de la Santé du Burkina Faso', 'operator:type': 'public', 'source': 'Bing;Tdh;survey', 'survey:date': '2015-10-24'}}"
