Name,Full Address,Street,City,Postcode,State,Country,Amenity,Healthcare,Phone,Website,Opening Hours,Latitude,Longitude
Centralna lekarna,Unknown,Prešernov trg,Ljubljana,1000,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Mo-Fr 07:30-19:30; Sa 08:00-14:00,46.0514519,14.5065666
Unknown,Unknown,Unknown,Kranj,4000,Unknown,Unknown,pharmacy,Unknown,Unknown,Unknown,Unknown,46.2325209,14.3461219
Farmacia Altura,Unknown,Via delle Alpi Giulie,Trieste,34149,Unknown,Unknown,pharmacy,pharmacy,+39 040 828428,https://www.farmacia-altura.it/,"Mo-Sa 08:30-13:00,16:00-19:30; Su,PH off",45.6273051,13.8183791
Farmacia Rovis all'Angelo d'Oro,Unknown,Via Silvio Pellico,Trieste,34122,Unknown,Unknown,pharmacy,pharmacy,+39 040 634144,Unknown,Unknown,45.6494511,13.7765603
Farmacia All'Amazzone Trionfante,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,+39 040 572015,Unknown,Unknown,45.6542328,13.7874431
Farmacia Lekarna Cermelj,Unknown,Via di Prosecco,Trieste,34151,Unknown,IT,pharmacy,pharmacy,+39 040 214441,https://farmaciacermelj.com/,Mo-Sa 08:00-19:30,45.6885047,13.7885065
Zdravstveni dom Velenje,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,hospital,Unknown,Unknown,Unknown,Unknown,46.3618431,15.1161402
Alla Maddalena,Unknown,Via dell'Istria,Trieste,34137,Unknown,Unknown,pharmacy,pharmacy,+39 040 638454,Unknown,"Mo-Fr 08:00-13:30,15:30-19:30; Sa 08:30-13:00",45.640271,13.7827917
Campi Elisi S.N.C,Unknown,Via Carlo Combi,Trieste,34143,Unknown,Unknown,pharmacy,pharmacy,+39 040 302800,Unknown,Unknown,45.6412271,13.7654065
Lekarna,Unknown,Vodnikova cesta,Ljubljana,1000,Unknown,Unknown,pharmacy,pharmacy,+386 1 522 54 60,https://www.kclj.si/pacienti_in_obiskovalci/klinike_in_oddelki/lekarna_ukc_ljubljana,Mo-Fr 08:00-19:00; Sa 08:00-13:00,46.0673106,14.4872167
Alla Giustizia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,+39 040 421125,Unknown,Unknown,45.657042,13.7732207
Farmacia Comunale - Al Cedro,Unknown,Piazza Guglielmo Oberdan,Trieste,34133,Unknown,Unknown,pharmacy,pharmacy,+39 040 364928,Unknown,Unknown,45.6539887,13.7754037
Engelapotheke,Unknown,Bahnhofstraße,Klagenfurt am Wörthersee,Unknown,Unknown,AT,pharmacy,pharmacy,Unknown,Unknown,Mo-Fr 08:00-18:00; Sa 08:00-12:00,46.6254613,14.3106685
Lekarna,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,46.0729088,14.4872407
Reha-Klinik für Seelische Gesundheit,Unknown,Feldkirchner Straße,Klagenfurt am Wörthersee,9020,Unknown,AT,clinic,rehabilitation,Unknown,https://www.seelischereha.com/,Unknown,46.6358949,14.2961
Farmacia all'Obelisco,Unknown,Piazzale Monte Re,Trieste,34151,Unknown,Unknown,pharmacy,Unknown,+39 040 211001,Unknown,Unknown,45.6860973,13.7879671
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,46.2719389,13.9548341
Farmacia Fumaneri,Unknown,Via Eugenio Curiel,Trieste,34148,Unknown,Unknown,pharmacy,pharmacy,+39 040 281256,Unknown,Mo-Sa 08:30-13:00; Mo-Fr 16:00-19:30,45.6203478,13.8246132
"Zdravstveni dom Radlje ob Dravi, Zdravstvena postaja Ribnica na Pohorju",Unknown,Ribnica na Pohorju,Ribnica na Pohorju,2364,Unknown,Unknown,dentist,dentist,Unknown,Unknown,Unknown,46.5354843,15.26726
Lind Apotheke,Unknown,Genotteallee,Villach,9500,Unknown,AT,pharmacy,pharmacy,+43 4242 25654,https://www.lind-apotheke.at/,Mo-Fr 08:00-18:00; Sa 08:00-12:00,46.6202303,13.8430663
Wulfenia Apotheke,Unknown,Hans-Gasser-Platz,Villach,9500,Unknown,AT,pharmacy,pharmacy,+43 4242 24903,https://www.wulfenia-apotheke.at,Mo-Fr 08:00-18:00; Sa 08:00-12:00,46.6121709,13.8435618
Team Santé Obere Apotheke,Unknown,10. Oktober-Straße,Villach,9500,Unknown,AT,pharmacy,pharmacy,+43 4242 24128,https://www.obere-apotheke.at,Mo-Fr 08:00-18:00; Sa 08:00-13:00,46.6127748,13.8459104
Kreis Apotheke,Unknown,Hauptplatz,Villach,9500,Unknown,AT,pharmacy,pharmacy,+43 4242 24118,https://www.kreis-apotheke.at,Mo-Fr 08:00-18:00; Sa 08:00-13:00,46.6142937,13.8471355
Wörtherseeapotheke,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,Unknown,Unknown,Unknown,"Sep-Jun Mo-Fr 08:30-12:30,14:30-18:30; Sep-Jun Sa 08:00-12:00; Jul-Aug Mo-Sa 08:00-19:00",46.6133582,14.0342841
Zdravstveni dom Veržej,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,hospital,Unknown,02 5844 460,Unknown,Unknown,46.5836241,16.1606714
Splošna ambulanta Martjanci,Unknown,Martjanci,Martjanci,9221,Unknown,Unknown,hospital,Unknown,Unknown,Unknown,Unknown,46.6858741,16.189205
Rubino,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,+39 040 410515,Unknown,Unknown,45.6694332,13.7670321
Zdravstveni dom Spodnji Duplek,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,hospital,Unknown,Unknown,Unknown,Unknown,46.5011,15.7488249
Lekarna,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,Unknown,Unknown,Unknown,Unknown,45.9570149,14.6555299
Zdravstveni dom Podlehnik,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,doctors,doctor,Unknown,Unknown,Unknown,46.3432726,15.8765192
Picciola Alla Croce Bianca,Unknown,Via Alfredo Oriani,Trieste,34131,Unknown,Unknown,pharmacy,pharmacy,+39 040 764441,Unknown,Unknown,45.6473338,13.7797532
Farmacia Moretti,Unknown,Via Olivers,Mossa,34070,Unknown,Unknown,pharmacy,Unknown,+39 0481 80220,Unknown,Unknown,45.9346772,13.5478569
Z.D. Dornava,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,doctors,doctor,Unknown,Unknown,Unknown,46.4338986,15.951297
Zdravstveni dom Oplotnica,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,doctors,doctor,Unknown,Unknown,Unknown,46.3873098,15.447149
All'Orso Bianco,Unknown,Corso Italia,Gorizia,34170,Unknown,Unknown,pharmacy,Unknown,+39 0481 531576,Unknown,Unknown,45.9421592,13.6195478
Al Giardino,Unknown,Corso Giuseppe Verdi,Gorizia,34170,Unknown,Unknown,pharmacy,Unknown,+39 0481 531879,Unknown,Unknown,45.9451801,13.6220588
Alla Madonna Di Montesanto,Unknown,Via Udine,Gorizia,34170,Unknown,Unknown,pharmacy,Unknown,+39 0481 390170,Unknown,Unknown,45.9362343,13.5748559
Farmacia Alla Redenzione,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,+39 040 368647,Unknown,Unknown,45.6457563,13.7803834
Farmacia Alla Borsa,Unknown,Piazza della Borsa,Trieste,34121,Unknown,Unknown,pharmacy,pharmacy,+39 040 367967,Unknown,Unknown,45.6506549,13.7704135
Dom zdravlja studenata,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,clinic,clinic,Unknown,Unknown,Unknown,45.8092991,15.9878854
Engel Apotheke,Unknown,Bahnhofstraße,Villach,9500,Unknown,AT,pharmacy,pharmacy,+43 4242 244 72,http://www.engelapo-villach.at,Mo-Fr 08:00-18:00; Sa 08:00-12:00,46.6175234,13.8485776
Apotheke Sankt Leonhard,Unknown,Ernst-Pliwa-Gasse,Villach,9500,Unknown,AT,pharmacy,pharmacy,+43 4242 42137,https://www.apotheke-leonhard.at/,"Mo-Fr 08:00-12:30, 14:00-18:00; Sa 08:00-12:00",46.6210998,13.8604273
Drau Apotheke,Unknown,Ossiacher Zeile,Villach,9500,Unknown,AT,pharmacy,pharmacy,+43 (0)4242 / 284 64,https://www.drau-apotheke.at/,Mo-Fr 08:00-18:00; Sa 08:00-12:00,46.6121381,13.8559885
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,45.7790464,15.9971302
PrimaPharme,Unknown,Ulica Brune Bušića,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,+385 1 6608 360,https://primapharme.hr/,Mo-Fr 07:00-20:00; Sa 08:00-13:00,45.7804652,15.9869314
Gradska ljekarna Zagreb,Unknown,Hrastin prilaz,Zagreb,10010,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Mo-Fr 07:00-20:00; Sa 07:30-15:00,45.7775775,15.9956294
Ljekarna IVF,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,45.8179106,16.0006658
Mandis pharm,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,45.8175431,15.9975501
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,45.8182814,16.0062253
Gradska ljekarna Zagreb,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Mo-Fr 07:00-20:00; Sa 07:30-15:00; Su off,45.8113304,15.9740475
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,45.4242417,15.0068169
Joukhadar,Unknown,Ozaljska ulica,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,+385 1 3633 786,https://www.ljekarne-joukhadar.hr/,Mo-Fr 07:00-20:00; Sa 08:00-13:00; Su off,45.7989939,15.9485225
Ljekarna Filipović,Unknown,Zagorska ulica,Zagreb,10000,Unknown,Unknown,pharmacy,pharmacy,+385 1 3692 100,Unknown,"Mo-Fr 07:00-20:00, Sa 07:30-15:00",45.8076207,15.9404818
Apotheke Landskron,Unknown,Ossiacher Straße,Villach-Landskron,9523,Unknown,AT,pharmacy,pharmacy,+43 4242 419880,https://www.apotheke-landskron.at,"Mo-Fr 08:00-12:30, 14:00-18:00; Sa 08:00-12:00",46.6354367,13.8834579
Flora Apotheke,Unknown,Badstubenweg,Villach,9500,Unknown,AT,pharmacy,pharmacy,+43 4242 90674,https://www.floraapotheke.at/,Mo-Fr 08:00-18:00; Sa 08:00-17:00,46.629799,13.8255158
Bernardis Rita,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,+39 0432 724131,Unknown,Unknown,46.127119,13.5774252
Hirschen-Apotheke,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,46.6158717,14.3082601
Ring-Apotheke,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,46.6203151,14.3144549
Apotheke vorm Lindwurm,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,+43 0463 512575,https://www.apothekevormlindwurm.at,Mo-Fr 08:00-18:00; Sa 08:00-12:00,46.623762,14.3087849
Landschafts-Apotheke,Unknown,Alter Platz,Klagenfurt am Wörthersee,9010,Unknown,AT,pharmacy,pharmacy,+43 463 55077,https://auer-apo.at/,Mo-Fr 08:00-18:00; Sa 08:00-12:00,46.6254539,14.3070767
"Kreuzbergl-Apotheke ""Maria Hilf""",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Mo-Fr 08:00-18:00; Sa 08:00-13:00,46.6278271,14.2980141
Apotheke Viktring,Unknown,Viktringer Platz,Klagenfurt am Wörthersee,9073,Unknown,AT,pharmacy,pharmacy,Unknown,Unknown,Mo-Fr 08:00-18:00; Sa 08:00-12:00,46.5942345,14.2698114
Noreia Apotheke,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,+4346345893,http://www.noreia-apotheke.at/index.php/konta,Unknown,46.6359248,14.326094
St. Georg-Apotheke,Unknown,St. Veiter Straße,Klagenfurt am Wörthersee,9020,Unknown,AT,pharmacy,pharmacy,Unknown,Unknown,24/7,46.6304448,14.3103025
St. Peter-Apotheke,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,46.6251677,14.3373899
Uni Apotheke,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,pharmacy,+43 463 21034,https://www.uni-apotheke.at/,Mo-Fr 08:00-18:30; Sa 08:00-12:00,46.6175702,14.2712515
Lekarna Vrhnika,Unknown,Trg Karla Grabeljška,Vrhnika,1360,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Mo-Fr 07:00-19:00; Sa 07:00-13:00,45.9626412,14.2953555
Lekarna Anita,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,Unknown,Unknown,Unknown,Mo 12:00-19:00; Tu-Fr 07:30-15:30,46.5516011,15.4934267
Ljekarna Dominko,Unknown,Pleškovec,Lopatinec,40311,Unknown,Unknown,pharmacy,pharmacy,Unknown,Unknown,Unknown,46.4401871,16.3783011
Unknown,Unknown,Podvelka,Unknown,Unknown,Unknown,Unknown,doctors,doctor,Unknown,Unknown,Unknown,46.5913456,15.334388
vaše zdravlje,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,pharmacy,Unknown,Unknown,https://www.vasezdravlje.hr/,Mo-Fr 07:00-20:00; Sa 07:30-15:00; Su off,45.7936206,15.918413
Ordinacija opće / obiteljske medicine,Unknown,Rudeška cesta,Unknown,Unknown,Unknown,Unknown,doctors,doctor,+385 1 5999 499,https://dzz-zapad.hr/a_personal.php?ordinacija_id=414,"Mo-Fr 07:30-12:00 ""neparni dani"", 10:00-10:30 off; Mo-Fr 13:30-18:00 ""parni dani"", 16:00-16:30 off; Sa,Su,PH off",45.7938088,15.9175927
Maja Parlov,Unknown,Travanjska ulica,Unknown,Unknown,Unknown,Unknown,dentist,dentist,+385 1 2097 237,http://drparlov.com,"""prema dogovoru""",45.7915738,15.9192359
